Id,OrgId,IncidentId,AlertId,Timestamp,DetectorId,AlertTitle,Category,MitreTechniques,IncidentGrade,ActionGrouped,ActionGranular,EntityType,EvidenceRole,DeviceId,Sha256,IpAddress,Url,AccountSid,AccountUpn,AccountObjectId,AccountName,DeviceName,NetworkMessageId,EmailClusterId,RegistryKey,RegistryValueName,RegistryValueData,ApplicationId,ApplicationName,OAuthApplicationId,ThreatFamily,FileName,FolderPath,ResourceIdName,ResourceType,Roles,OSFamily,OSVersion,AntispamDirection,SuspicionLevel,LastVerdict,CountryCode,State,City
1374389538210,2,11288,3523,2024-06-11T13:35:10.000Z,15,13,Exfiltration,,BenignPositive,,,File,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,125392,17280,3586,,,5,66,,,,242,1445,10630
764504181928,289,155197,250634,2024-06-05T12:56:03.000Z,2,2,CommandAndControl,,BenignPositive,,,Process,Related,98799,0,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,0,2,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
936302872198,1,46,376629,2024-06-06T05:38:21.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,User,Impacted,98799,138268,360606,160396,783,1050,774,834,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1683627184888,133,17504,757941,2024-06-11T11:38:20.000Z,2,2,CommandAndControl,,BenignPositive,,,Process,Related,98799,0,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,0,4,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
1571958034674,30,45702,45032,2024-06-03T02:06:24.000Z,1,1,InitialAccess,T1566.002,BenignPositive,,,Mailbox,Impacted,98799,138268,360606,160396,15067,6302,14937,16422,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
627065226947,0,375,169963,2024-06-10T05:29:36.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
249108107265,108,144844,118616,2024-06-13T15:44:04.000Z,6,5,InitialAccess,T1566,TruePositive,,,MailCluster,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,3427528853.0,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,Suspicious,242,1445,10630
1486058687146,8,5447,12744,2024-06-03T04:47:13.000Z,1,1,InitialAccess,T1566.002,TruePositive,,,User,Impacted,98799,138268,360606,160396,10365,8793,9959,10734,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
944892808565,35,276,528176,2024-06-07T20:46:59.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,User,Impacted,98799,138268,360606,160396,5623,8049,5654,6065,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
128849021991,33,5255,3666,2024-06-07T16:04:21.000Z,38,25,Impact,,BenignPositive,,,User,Impacted,98799,138268,360606,160396,40448,71172,41593,44677,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1340029797049,60,381,5319,2024-06-11T09:43:10.000Z,51,3279,Exfiltration,,FalsePositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,46083,425863,453297,153085,3928,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
206158434543,53,4602,1745,2024-06-05T13:37:41.000Z,199,24,CredentialAccess,T1110;T1078,FalsePositive,,,User,Impacted,98799,138268,360606,160396,75472,117137,70814,78899,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1709396988900,184,19851,660282,2024-06-05T16:32:10.000Z,25,17,InitialAccess,,FalsePositive,,,MailMessage,Related,98799,138268,360606,160396,441377,74608,425863,453297,153085,90005,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1477468750311,151,394249,427886,2024-06-11T10:09:20.000Z,223,202,SuspiciousActivity,,TruePositive,,,Malware,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1245540520650,91,628,36262,2024-06-03T04:41:37.000Z,180,15309,Exfiltration,,BenignPositive,,,Ip,Related,98799,138268,646,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
927712937551,232,116739,1126839,2024-06-07T17:59:21.000Z,236,71223,Exfiltration,,BenignPositive,,,Machine,Impacted,5291,138268,360606,160396,441377,673934,425863,453297,9072,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1039382085632,25,216,64433,2024-06-04T01:08:00.000Z,30,5447,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,46667,425863,453297,153085,46961,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
377957124303,13,8629,8496,2024-06-12T19:10:56.000Z,34,4740,Exfiltration,,BenignPositive,,,File,Impacted,98799,12379,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,14799,28,3586,,,5,66,,,,242,1445,10630
1692217118487,12,449,151746,2024-06-04T06:04:50.000Z,74,55,CommandAndControl,T1071;T1048,BenignPositive,,,Ip,Related,98799,138268,246,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1460288882423,0,136,1202920,2024-06-11T08:55:28.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,User,Impacted,98799,138268,360606,160396,386,508,378,414,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
987842483055,37,52,10352,2024-06-12T09:09:28.000Z,125,5525,Exfiltration,,FalsePositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,5965,425863,453297,153085,174,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
910533069687,724,135653,187781,2024-06-11T21:11:37.000Z,5,468,SuspiciousActivity,,TruePositive,,,User,Impacted,98799,138268,360606,160396,348,459,336,374,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1563368099767,10,60285,1161589,2024-06-04T14:32:32.000Z,2657,8667,Persistence,,BenignPositive,,,User,Impacted,98799,138268,360606,160396,441377,673934,425863,37132,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1374389535421,22,146,1256190,2024-06-08T13:12:32.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,User,Impacted,98799,138268,360606,160396,27,40,25,30,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
377957125409,62,485051,1402500,2024-06-12T07:18:56.000Z,5,39,SuspiciousActivity,,TruePositive,,,Ip,Related,98799,138268,7773,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,Contextual,5,66,,,,242,1445,10630
412316861406,1333,75506,100791,2024-06-14T16:24:19.000Z,1,1,InitialAccess,T1566.002,BenignPositive,,,MailCluster,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,Malicious,242,1445,10630
68719481414,9,85918,49869,2024-06-07T15:10:40.000Z,40,18121,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,69906,425863,453297,153085,41945,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
463856469904,131,4790,24634,2024-06-13T05:08:16.000Z,47,30,InitialAccess,T1566.002,BenignPositive,,,MailMessage,Related,98799,138268,360606,160396,441377,5832,425863,453297,153085,1768,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,Intraorg,,Malicious,242,1445,10630
1649267445072,2,11558,7722,2024-06-05T05:10:58.000Z,18,14,Exfiltration,,BenignPositive,,,User,Impacted,98799,138268,360606,160396,441377,333686,425863,209831,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
94489281077,246,594101,1671417,2024-06-12T09:56:03.000Z,5,49,SuspiciousActivity,,BenignPositive,,,CloudApplication,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,5,5,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
730144442341,39,184342,240787,2024-06-12T14:25:34.000Z,10,8,InitialAccess,T1566.001,BenignPositive,,,File,Related,98799,71185,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,218562,117668,3586,,,5,66,,,,242,1445,10630
1228360648424,0,262,530830,2024-06-05T12:16:43.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
188978565640,155,59,522682,2024-06-04T02:55:53.000Z,7,6,InitialAccess,,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
910533069957,1369,20642,399584,2024-06-06T01:52:36.000Z,19,15,InitialAccess,,TruePositive,,,User,Impacted,98799,138268,360606,160396,13248,22473,13660,14759,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
601295423125,1,304,161244,2024-06-03T12:01:36.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,User,Impacted,98799,138268,360606,160396,16267,27337,16413,17799,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
489626275922,20,30308,281035,2024-06-12T10:17:17.000Z,2,2,CommandAndControl,,BenignPositive,,,User,Impacted,98799,138268,360606,160396,79526,127665,81673,86005,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
94489283355,8,17152,625050,2024-06-13T14:05:47.000Z,3,4,SuspiciousActivity,,TruePositive,,,Machine,Impacted,84,138268,360606,160396,441377,673934,425863,453297,366,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
652835030879,0,95,540020,2024-06-09T10:51:08.000Z,7,6,InitialAccess,,TruePositive,,,User,Impacted,98799,138268,360606,160396,2918,3903,2934,3088,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
704374637751,192,55716,25691,2024-06-06T22:41:54.000Z,130,110,InitialAccess,,TruePositive,,,User,Impacted,98799,138268,360606,160396,5115,4118,5113,76,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
274877911808,4,1747,280,2024-05-21T15:23:26.000Z,8,7,InitialAccess,T1133,FalsePositive,,,Machine,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,262,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
755914248188,24,71757,48212,2024-06-07T00:52:03.000Z,1,1,InitialAccess,T1566.002,TruePositive,,,MailCluster,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,3169483085.0,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,Malicious,242,1445,10630
1494648623931,510,8322,147028,2024-06-05T02:51:27.000Z,1047,1829,CredentialAccess,,BenignPositive,,,User,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
343597387440,3,134612,275787,2024-06-03T10:40:56.000Z,2,2,CommandAndControl,,BenignPositive,,,Machine,Impacted,2051,138268,360606,160396,441377,673934,425863,453297,4031,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,0,0,,Suspicious,Suspicious,242,1445,10630
231928238194,394,51496,1158318,2024-06-03T09:29:20.000Z,1392,32983,Discovery,T1595;T1046,BenignPositive,,,Ip,Related,98799,138268,46455,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
592705487586,1199,9878,90522,2024-06-03T07:10:51.000Z,62,46,Execution,T1059.003,TruePositive,,,Process,Related,98799,3484,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,4027,3524,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
1511828490684,28,5310,757,2024-06-03T03:29:51.000Z,1,1,InitialAccess,T1566.002,FalsePositive,,,MailMessage,Related,98799,138268,360606,160396,441377,109038,425863,453297,153085,132588,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
51539609388,0,100,1257799,2024-06-11T19:47:36.000Z,7,6,InitialAccess,,TruePositive,,,Ip,Related,98799,138268,4,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,12,12,9
1417339211647,195,20837,485579,2024-06-16T01:39:18.000Z,0,0,InitialAccess,T1078;T1078.004,FalsePositive,,,User,Impacted,98799,138268,360606,160396,1190,1617,1190,1250,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
773094115053,0,553,414464,2024-06-03T06:06:26.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
816043791112,91,60991,49806,2024-06-10T14:55:12.000Z,824,18002,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,134322,425863,453297,153085,5085,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1219770716580,651,198550,340731,2024-06-06T23:31:54.000Z,5,3474,SuspiciousActivity,,TruePositive,,,User,Impacted,98799,138268,360606,160396,13036,21910,13236,14325,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1700807052576,35,139,1329359,2024-06-08T18:33:46.000Z,7,6,InitialAccess,,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
601295423125,1,304,126425,2024-06-04T14:31:31.000Z,14,12,CredentialAccess,T1110;T1110.003;T1110.001,TruePositive,,,User,Impacted,98799,138268,360606,160396,6670,9690,6718,7158,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
798863921000,109,23831,212567,2024-06-07T15:52:00.000Z,75,4983,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,10269,425863,453297,153085,288136,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
